"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"P02768" 7.13940989376921 3.23301415862248 18.3450948833731 1.69779978897992e-23 1.07131166684633e-20 42.1264887771673
"P13645" 5.45148461361332 2.97643993189695 16.353425966298 2.11294189635315e-21 6.66633168299418e-19 37.723081009328
"P63261" 4.06538274635418 2.45979019689723 15.0005281644968 7.12425290481426e-20 9.12871359342829e-18 34.4611885672578
"P60709" 4.06538274635418 2.45979019689723 15.0005281644968 7.12425290481426e-20 9.12871359342829e-18 34.4611885672578
"KRT1" 6.00060770321425 3.24960602826261 14.9948431896569 7.23352899637741e-20 9.12871359342829e-18 34.4469914809283
"KRT9" 5.33134221506209 2.75795260815414 14.746945513893 1.41000727878724e-19 1.48285765485792e-17 33.8238199818207
"TLN1" 4.27489439837509 2.71389669310979 9.972843090475 2.39340426089027e-13 2.15748298374537e-11 20.1779620678813
"P19823" 3.92603982727597 1.72378064659439 9.90631946554964 2.98298754876758e-13 2.35283142909043e-11 19.9656095989297
"eeF1A1P5" 3.03609790912015 1.86671378928113 8.1721327012251 1.10145493789292e-10 7.72242295344925e-09 14.2463720819302
"KRT14" 4.87250436191685 2.44276934440136 8.03008554491768 1.81015402102455e-10 1.05285727294736e-08 13.7645432211196
"KRT2" 5.37441893229602 2.86031237617989 8.02613000490824 1.83540887518558e-10 1.05285727294736e-08 13.7511032156458
"C4A" 4.45273342515368 1.69571761681544 7.94768863799785 2.4163599247858e-10 1.2706025937832e-08 13.4843346050483
"VTN" 2.55392447474344 1.30500717022259 7.76668136010714 4.56507040029655e-10 2.21581494045163e-08 12.8670829212995
"P01024" 5.01182403534264 2.16965196404416 7.562419824301 9.38169883208123e-10 4.22846568788804e-08 12.1680337342837
"MYH9" 4.29747992533559 1.83979858127324 6.8064076231343 1.37020808989302e-08 5.76400869814997e-07 9.56557206373894
"KRT16" 4.53314568959003 2.30697925096178 6.71241448109618 1.91398113281037e-08 7.54826309252089e-07 9.2412731539141
"P68104" 3.03609790912015 1.79940580014137 6.68703420675995 2.09475410813177e-08 7.77523436606557e-07 9.15370975398957
"P68366" 2.97704820211095 1.76508982753113 6.61925528910223 2.66564434338392e-08 9.34456433708473e-07 8.91989437401982
"P13647" 4.62901211631652 2.44539382196407 6.52390156580808 3.74136118144406e-08 1.24252573973221e-06 8.59105941910198
"P01023" 5.40878037355088 2.29391897658004 6.05415880254846 1.98113645555934e-07 6.25048551728972e-06 6.97541852662824
"FBLN1" 3.29520432905335 1.2055395696611 5.96079647499926 2.75608425475347e-07 8.28137697499732e-06 6.65571693826151
"APOA2" -2.97276545032972 2.08661494538222 -5.53017204791079 1.25292098436042e-06 3.4003532075591e-05 5.1911846738285
"Q04695" 3.66755849546717 2.00730714342483 5.5224040467791 1.28741110465313e-06 3.4003532075591e-05 5.16495330610338
"P06396" 4.32415923077046 1.8637240805787 5.52109399873876 1.29331976198761e-06 3.4003532075591e-05 5.16053023240495
"KRT6A" 4.72810347036086 2.4219735959836 5.44053196923422 1.71331540138613e-06 4.32440807309859e-05 4.88896583034743
"KRT71" -3.81427203581491 2.06923573706999 -5.40954308213906 1.90865689350584e-06 4.52526629345546e-05 4.7847424297765
