"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"P63261" 4.80829568197244 2.61637983050475 17.5057874020465 6.31989793791613e-23 1.22922014892469e-20 40.5184506663257
"P60709" 4.80829568197244 2.61637983050475 17.5057874020465 6.31989793791613e-23 1.22922014892469e-20 40.5184506663257
"P13645" 5.40700664337608 3.13597377247352 15.6602772291432 7.03036468906391e-21 9.11603954681953e-19 36.2841015929004
"P02768" 6.10254675780534 3.38571285078241 14.9878551697011 4.29924172547225e-20 4.18101257802177e-18 34.6341527261351
"KRT9" 5.12882780009692 2.91951637462526 14.224804659676 3.579431692442e-19 2.35676300338675e-17 32.6886847312853
"KRT1" 5.79806332397319 3.40895010581031 14.2193384777242 3.63511003093072e-19 2.35676300338675e-17 32.6744617579259
"TLN1" 5.39950888819631 2.87545084798534 13.0125225940106 1.20186556332186e-17 6.67893863046007e-16 29.432123612373
"P68366" 3.62605518393484 1.95366699123422 8.17706210739924 9.10314391182846e-11 4.42640372712659e-09 14.4028483856219
"KRT2" 5.28530952114875 3.01917522849957 7.88179615484051 2.59710130097512e-10 1.12252489564369e-08 13.3952719234554
"FLNA" 4.37294573268204 1.94622889739667 7.10686179633496 4.16185443004873e-09 1.61896137328896e-07 10.7260885470625
"KRT14" 4.34923286614137 2.59721950884683 7.07671079364438 4.63821590066789e-09 1.64024180487255e-07 10.6217687021911
"TUBB1" 2.32257350773956 1.42581639624191 6.38689446677345 5.54052874021442e-08 1.79605473328617e-06 8.23421914766199
"TUBA1B" 3.43722982523482 1.83936878995559 6.34142263443122 6.52304225068787e-08 1.95189495039814e-06 8.07713064730442
"P19823" 2.640965371253 1.84784059236717 6.12584043335701 1.4128030721522e-07 3.92557425048004e-06 7.33368427887363
"P01024" 3.93894592381685 2.31548225916967 5.9862366701994 2.32730331947223e-07 6.03547327516466e-06 6.85374339345548
"P13647" 4.21138796647575 2.60010411438863 5.89990931858307 3.16675458899813e-07 7.6991720945017e-06 6.55769822236986
"eeF1A1P5" 2.49947024292787 1.9684402153512 5.75678616196109 5.2700214376635e-07 1.20590490544182e-05 6.06834889295302
"P68032" 3.93755902481689 2.03404680916652 5.66899130655415 7.19617416089007e-07 1.55517319365902e-05 5.76920175132556
"KRT16" 3.76959080274959 2.4557089568436 5.45541349687654 1.53013011699909e-06 3.01337203670479e-05 5.0453195579415
"P07996" 3.62634414770125 2.00970292703318 5.45187731401754 1.54929153558087e-06 3.01337203670479e-05 5.03338517336897
"CKM" -3.16477780025357 1.35290143801116 -5.35392269457254 2.18558574372301e-06 4.04853740146786e-05 4.70352122083432
"POTee" 2.9743698829134 1.39968024410531 5.30304096658461 2.61195731219751e-06 4.61841542929469e-05 4.53275525961775
"P68104" 2.49947024292787 1.89863603467514 5.18331587575083 3.96671300582506e-06 6.70891895333022e-05 4.13262909280032
"P01023" 4.399755191009 2.44612252397125 4.9976831096066 7.54728235776891e-06 0.000122328868215504 3.51739702250746
"P11142" 2.3483880911544 1.4286386572736 4.95126135144052 8.85595123398117e-06 0.000137798601200747 3.36461700473644
"C4A" 2.78600069576552 1.81106546131638 4.89746743393111 1.06533260551121e-05 0.00015939014751687 3.18814985943363
"COL6A1" 1.59433200586952 1.0531367631725 4.86468113636428 1.1919960244809e-05 0.0001663223807341 3.08090949338855
"P68371" 2.86943686582078 1.62509992330438 4.86341362445428 1.19717909011692e-05 0.0001663223807341 3.07676845558005
"MYH9" 2.98685613275171 2.01663136304521 4.73620598690245 1.84727159644956e-05 0.000247052430276149 2.6630804864802
"FBLN1" 2.51776787947763 1.37059447289955 4.7270975980978 1.90528866536876e-05 0.000247052430276149 2.63360880031364
"P01008" 3.15050698382073 1.71175059502475 4.52644983707863 3.74714527301497e-05 0.000470206293936395 1.98982983648061
"VTN" 1.66965523230661 1.40921416454494 4.49837498406086 4.11588152984461e-05 0.000500336848471736 1.90062548253898
"P07900" 2.79025621208894 1.43066996680378 4.47137914284592 4.50376987031996e-05 0.000530898933198322 1.81506260879255
"Q04695" 3.10154566965148 2.13005613425584 4.45492403602377 4.75748294186865e-05 0.0005428601441784 1.76301234989156
"LYSM" -1.96438076348917 1.09459348779693 -4.44701480287195 4.88434577024267e-05 0.0005428601441784 1.73802241720277
"P63104" 1.47179929853266 1.02876247999891 4.38980788232759 5.90551686411892e-05 0.000638123905595072 1.55782781201295
"KRT6A" 3.80238616144094 2.57447632704768 4.34726724815426 6.7970639247952e-05 0.000698983114362695 1.42447662102842
"TUBB" 2.82365969633994 1.55550919138058 4.34588578961791 6.8281126852911e-05 0.000698983114362695 1.42015561739801
"APOB" 3.48654913058474 1.74147644688934 4.25078780427771 9.33233372145551e-05 0.000917682984640708 1.1241656878897
"GARIN1B" -2.19292084498618 1.00494114708315 -4.24740008794552 9.43632889090702e-05 0.000917682984640708 1.11367570513821
"PKM" 1.73071441092387 1.51734925952507 4.16216179603023 0.000124568578887933 0.00118188237042454 0.851006334143113
"TRAP1" -2.38888003173957 0.747289114942391 -4.10095198340358 0.000151851484495211 0.00140643398734851 0.663929693406292
"P02788" 1.81131628172913 1.35017089856469 3.9405594143229 0.000253691296442144 0.00229502126316266 0.180190862881803
"P02771" 1.93057755385014 1.3284525812195 3.89649932890725 0.000291657075057054 0.00257851368629986 0.0490227792685847
"APOA2" -2.09170590817181 2.08057150987048 -3.69951388171796 0.000539444693144308 0.00466319968073635 -0.527751599702053
"KRT6C" 3.69775225252286 2.32059859033938 3.66140030635135 0.000606583851653721 0.00512958952811516 -0.637444161701312
"APOD" -1.90366892910004 2.03025949694095 -3.61641444976364 0.000696149850166164 0.00576175088754549 -0.766086371631552
"HBA1" 2.02686206665146 1.82643888532008 3.51239452784359 0.000954225849016301 0.00773320531806961 -1.06000852750779
"P04406" 1.76589539039222 1.55420244363732 3.42562599709175 0.00123706641703879 0.00982079257608342 -1.3012773984594
"HP" -3.02978931317906 0.825622886483792 -3.34657004118924 0.00156273822917152 0.0121581034229544 -1.5178860382431
"KRT13" 1.81004817705309 1.66250528245446 3.30329987354832 0.00177389420012587 0.013530291055862 -1.6351078076685
"eHD3" 1.08382242342687 1.05773225180497 3.28943529998698 0.0018470831545597 0.0138176028293024 -1.67246420945517
"KRT3" 2.01705110111338 1.68289539879105 3.23996076441437 0.00213222072259637 0.0156496954922639 -1.80495011599645
"P06396" 2.51296526668374 2.02434651694114 3.2151277766362 0.00229055328938953 0.0164186265669373 -1.87096254326211
"HRG" -2.20604093758272 1.92868671409551 -3.21047908601461 0.00232139964314023 0.0164186265669373 -1.8832834159524
"HSPA2" -2.43720149150458 0.839082397910449 -3.13478373174054 0.00288219005367274 0.0200209273371196 -2.08226259905135
"FTL" -1.43213231118413 0.818609137257954 -3.09421241193263 0.00323294826777706 0.0220634539678119 -2.1876171520426
"H4" -2.03005767378393 1.62809441033654 -3.01286739592157 0.00406015013468824 0.0272310069378229 -2.39606143931832
